,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,quarter,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,arrest_type_description,geometry
12909,190216889,2019-08-16,1520,2,Rampart,246,46,M,H,nan,,I,41.18DLAMC,,6TH                          ST,"34.0596, -118.2749",2019,3,16,8,August,Friday,15,20,False,34.0596,-118.2749,Hispanic,Infraction,POINT (-118.2749 34.0596)
12952,190216870,2019-08-16,1344,2,Rampart,261,57,M,H,nan,,I,41.18NLAMC,,8TH,"34.0554, -118.2789",2019,3,16,8,August,Friday,13,44,False,34.0554,-118.2789,Hispanic,Infraction,POINT (-118.2789 34.0554)
12958,190216888,2019-08-16,1345,2,Rampart,265,37,F,H,nan,,I,41.18DLAMC,,LAKE,"34.0554, -118.2789",2019,3,16,8,August,Friday,13,45,False,34.0554,-118.2789,Hispanic,Infraction,POINT (-118.2789 34.0554)
12982,191715930,2019-08-16,1125,17,Devonshire,1798,43,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),PARTHENIA                    ST,"34.2283, -118.4742",2019,3,16,8,August,Friday,11,25,False,34.2283,-118.4742,Hispanic,Misdemeanor,POINT (-118.4742 34.2283)
13241,190121300,2019-08-15,1805,1,Central,174,57,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,"34.0445, -118.2523",2019,3,15,8,August,Thursday,18,05,False,34.0445,-118.2523,Black,Misdemeanor,POINT (-118.2523 34.0445)
13297,190814262,2019-08-15,1340,8,West LA,851,60,M,B,nan,,I,41.18DLAMC,,OHIO,"34.0395, -118.4637",2019,3,15,8,August,Thursday,13,40,False,34.0395,-118.4637,Black,Infraction,POINT (-118.4637 34.0395)
13423,190121301,2019-08-15,1935,1,Central,153,50,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,600 S  BROADWAY,"34.0467, -118.252",2019,3,15,8,August,Thursday,19,35,False,34.0467,-118.252,Black,Misdemeanor,POINT (-118.252 34.0467)
13461,190814167,2019-08-14,0750,8,West LA,884,58,M,W,nan,,I,41.18ALAMC,,COTNER                       AV,"34.0397, -118.4301",2019,3,14,8,August,Wednesday,07,50,False,34.0397,-118.4301,White,Infraction,POINT (-118.4301 34.0397)
13471,190120896,2019-08-14,1635,1,Central,174,48,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0445, -118.2523",2019,3,14,8,August,Wednesday,16,35,False,34.0445,-118.2523,Black,Misdemeanor,POINT (-118.2523 34.0445)
13484,190814140,2019-08-14,2035,8,West LA,882,19,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BELOIT                       AV,"34.0387, -118.4403",2019,3,14,8,August,Wednesday,20,35,False,34.0387,-118.4403,White,Misdemeanor,POINT (-118.4403 34.0387)
13517,190120892,2019-08-14,1620,1,Central,156,36,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH,"34.0442, -118.2439",2019,3,14,8,August,Wednesday,16,20,False,34.0442,-118.2439,Black,Misdemeanor,POINT (-118.2439 34.0442)
13728,190814170,2019-08-14,0905,8,West LA,892,52,F,H,nan,,I,41.18ALAMC,,EXPOSITION                   BL,"34.0345, -118.438",2019,3,14,8,August,Wednesday,09,05,False,34.0345,-118.438,Hispanic,Infraction,POINT (-118.438 34.0345)
13878,190120745,2019-08-13,1550,1,Central,185,36,M,A,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,1100    MAPLE                        AV,"34.0388, -118.2574",2019,3,13,8,August,Tuesday,15,50,False,34.0388,-118.2574,Asian,Misdemeanor,POINT (-118.2574 34.0388)
13995,191418301,2019-08-13,1515,14,Pacific,1441,36,F,H,nan,,I,41.18(A)LAM,,500 N  VENICE                       BL,"33.9869, -118.467",2019,3,13,8,August,Tuesday,15,15,False,33.9869,-118.467,Hispanic,Infraction,POINT (-118.467 33.9869)
14016,191316847,2019-08-13,1610,13,Newton,1307,39,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700    CERES                        AV,"34.0382, -118.2432",2019,3,13,8,August,Tuesday,16,10,False,34.0382,-118.2432,Hispanic,Misdemeanor,POINT (-118.2432 34.0382)
14300,190217306,2019-08-11,1850,2,Rampart,256,41,M,B,nan,,I,41.18(D)LAM,,BONNIE BRAE,"34.0569, -118.2725",2019,3,11,8,August,Sunday,18,50,False,34.0569,-118.2725,Black,Infraction,POINT (-118.2725 34.0569)
14305,191418289,2019-08-11,1215,14,Pacific,1431,27,F,W,nan,,I,41.18(A)LAM,,CANAL                        ST,"33.988, -118.4703",2019,3,11,8,August,Sunday,12,15,False,33.988,-118.4703,White,Infraction,POINT (-118.4703 33.988)
14365,191418288,2019-08-11,1215,14,Pacific,1431,34,M,H,nan,,I,41.18(A)LAM,,CANAL                        ST,"33.988, -118.4703",2019,3,11,8,August,Sunday,12,15,False,33.988,-118.4703,Hispanic,Infraction,POINT (-118.4703 33.988)
14568,190217041,2019-08-10,1500,2,Rampart,256,34,M,W,nan,,I,41.18(D)LAM,,6TH,"34.059, -118.2736",2019,3,10,8,August,Saturday,15,00,False,34.059,-118.2736,White,Infraction,POINT (-118.2736 34.059)
14576,190217040,2019-08-10,1900,2,Rampart,246,26,M,W,nan,,I,41.18(D)LAM,,6TH,"34.0596, -118.2749",2019,3,10,8,August,Saturday,19,00,False,34.0596,-118.2749,White,Infraction,POINT (-118.2749 34.0596)
14674,191417915,2019-08-10,1225,14,Pacific,1413,39,F,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,3,10,8,August,Saturday,12,25,False,33.997,-118.4761,White,Infraction,POINT (-118.4761 33.997)
14751,191417917,2019-08-10,1540,14,Pacific,1414,40,F,W,nan,,I,41.18(A)LAM,,3RD,"33.9976, -118.467",2019,3,10,8,August,Saturday,15,40,False,33.9976,-118.467,White,Infraction,POINT (-118.467 33.9976)
14840,190217307,2019-08-09,1250,2,Rampart,256,48,M,B,nan,,I,41.18(D)LAM,,WILSHIRE,"34.0565, -118.2724",2019,3,9,8,August,Friday,12,50,False,34.0565,-118.2724,Black,Infraction,POINT (-118.2724 34.0565)
14920,190217308,2019-08-09,1805,2,Rampart,246,25,M,B,nan,,I,41.18(D)LAM,,BONNIE BRAE,"34.0585, -118.2724",2019,3,9,8,August,Friday,18,05,False,34.0585,-118.2724,Black,Infraction,POINT (-118.2724 34.0585)
14969,190617429,2019-08-09,1010,6,Hollywood,663,44,F,W,nan,,I,41.18(D)LAM,,900 N  HIGHLAND                     AV,"34.0871, -118.3386",2019,3,9,8,August,Friday,10,10,False,34.0871,-118.3386,White,Infraction,POINT (-118.3386 34.0871)
15099,190617095,2019-08-09,2030,6,Hollywood,646,52,M,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,WILCOX,"34.0998, -118.331",2019,3,9,8,August,Friday,20,30,False,34.0998,-118.331,White,Misdemeanor,POINT (-118.331 34.0998)
15229,191417872,2019-08-08,0840,14,Pacific,1413,29,M,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,3,8,8,August,Thursday,08,40,False,33.997,-118.4761,Black,Infraction,POINT (-118.4761 33.997)
15584,190120358,2019-08-07,0830,1,Central,148,58,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH                          ST,"34.0417, -118.2398",2019,3,7,8,August,Wednesday,08,30,False,34.0417,-118.2398,Black,Misdemeanor,POINT (-118.2398 34.0417)
15655,190120356,2019-08-07,1655,1,Central,156,56,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,"34.0437, -118.2455",2019,3,7,8,August,Wednesday,16,55,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
15674,190120323,2019-08-07,1930,1,Central,174,36,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700 S  MAIN                         ST,"34.0439, -118.2514",2019,3,7,8,August,Wednesday,19,30,False,34.0439,-118.2514,Black,Misdemeanor,POINT (-118.2514 34.0439)
15817,190617008,2019-08-06,1230,6,Hollywood,637,61,M,W,nan,,I,41.18(D)LAM,,GOWER,"34.1043, -118.3224",2019,3,6,8,August,Tuesday,12,30,False,34.1043,-118.3224,White,Infraction,POINT (-118.3224 34.1043)
15875,190120320,2019-08-06,1300,1,Central,156,32,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0437, -118.2455",2019,3,6,8,August,Tuesday,13,00,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
15959,190120321,2019-08-06,1325,1,Central,156,27,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0437, -118.2455",2019,3,6,8,August,Tuesday,13,25,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
16006,190617009,2019-08-06,1240,6,Hollywood,637,36,M,W,nan,,I,41.18(D)LAM,,GOWER,"34.104, -118.3224",2019,3,6,8,August,Tuesday,12,40,False,34.104,-118.3224,White,Infraction,POINT (-118.3224 34.104)
16014,190617010,2019-08-06,1130,6,Hollywood,638,27,M,H,nan,,I,41.18(D)LAM,,TAFT,"34.1038, -118.3151",2019,3,6,8,August,Tuesday,11,30,False,34.1038,-118.3151,Hispanic,Infraction,POINT (-118.3151 34.1038)
16029,190217309,2019-08-06,1530,2,Rampart,256,36,F,B,nan,,I,41.18(D)LAM,,WILSHIRE,"34.0565, -118.2724",2019,3,6,8,August,Tuesday,15,30,False,34.0565,-118.2724,Black,Infraction,POINT (-118.2724 34.0565)
16091,190616852,2019-08-05,0900,6,Hollywood,663,49,F,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),MANSFIELD,"34.0889, -118.3404",2019,3,5,8,August,Monday,09,00,False,34.0889,-118.3404,White,Misdemeanor,POINT (-118.3404 34.0889)
16102,190813739,2019-08-05,1610,8,West LA,851,38,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,WELLESLEY                    AV,"34.0388, -118.4645",2019,3,5,8,August,Monday,16,10,False,34.0388,-118.4645,Hispanic,Misdemeanor,POINT (-118.4645 34.0388)
16399,190120132,2019-08-04,1640,1,Central,163,61,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0459, -118.2545",2019,3,4,8,August,Sunday,16,40,False,34.0459,-118.2545,Black,Misdemeanor,POINT (-118.2545 34.0459)
16508,191417883,2019-08-04,0700,14,Pacific,1412,45,M,H,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9926, -118.4787",2019,3,4,8,August,Sunday,07,00,False,33.9926,-118.4787,Hispanic,Infraction,POINT (-118.4787 33.9926)
16555,190120133,2019-08-04,1635,1,Central,163,64,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0459, -118.2545",2019,3,4,8,August,Sunday,16,35,False,34.0459,-118.2545,Black,Misdemeanor,POINT (-118.2545 34.0459)
16677,190120135,2019-08-03,1910,1,Central,139,49,M,W,nan,,I,41.18DLAMC,,AVERY,"34.0447, -118.2349",2019,3,3,8,August,Saturday,19,10,False,34.0447,-118.2349,White,Infraction,POINT (-118.2349 34.0447)
16779,190119970,2019-08-03,1635,1,Central,156,39,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH,"34.0446, -118.245",2019,3,3,8,August,Saturday,16,35,False,34.0446,-118.245,Black,Misdemeanor,POINT (-118.245 34.0446)
16937,190813614,2019-08-02,0700,8,West LA,897,42,M,W,nan,,I,41.18(D)LAM,,BAGLEY,"34.0295, -118.3967",2019,3,2,8,August,Friday,07,00,False,34.0295,-118.3967,White,Infraction,POINT (-118.3967 34.0295)
16952,190215960,2019-08-02,1600,2,Rampart,256,31,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BONNIE BRAE,"34.0569, -118.2725",2019,3,2,8,August,Friday,16,00,False,34.0569,-118.2725,White,Misdemeanor,POINT (-118.2725 34.0569)
16961,190120020,2019-08-02,2000,1,Central,138,25,M,W,nan,,M,41.18(D)LAM,,CENTER                       ST,"34.0468, -118.2415",2019,3,2,8,August,Friday,20,00,False,34.0468,-118.2415,White,Misdemeanor,POINT (-118.2415 34.0468)
17014,190813618,2019-08-02,0700,8,West LA,897,45,M,W,nan,,I,41.18DLAMC,,BAGLEY,"34.0295, -118.3967",2019,3,2,8,August,Friday,07,00,False,34.0295,-118.3967,White,Infraction,POINT (-118.3967 34.0295)
17059,190617404,2019-08-02,1530,6,Hollywood,646,57,M,B,nan,,I,41.18(D)LAM,,IVAR,"34.1016, -118.3282",2019,3,2,8,August,Friday,15,30,False,34.1016,-118.3282,Black,Infraction,POINT (-118.3282 34.1016)
17107,190813619,2019-08-02,0930,8,West LA,881,52,M,H,nan,,I,41.18DLAMC,,EXPOSITION,"34.0326, -118.4493",2019,3,2,8,August,Friday,09,30,False,34.0326,-118.4493,Hispanic,Infraction,POINT (-118.4493 34.0326)
17295,190616772,2019-08-01,0850,6,Hollywood,636,40,M,W,nan,,I,41.18(D)LAM,,YUCCA,"34.1032, -118.3361",2019,3,1,8,August,Thursday,08,50,False,34.1032,-118.3361,White,Infraction,POINT (-118.3361 34.1032)
17387,190616851,2019-08-01,0845,6,Hollywood,667,45,M,B,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),DE LONGPRE,"34.0944, -118.319",2019,3,1,8,August,Thursday,08,45,False,34.0944,-118.319,Black,Misdemeanor,POINT (-118.319 34.0944)
17456,190616848,2019-07-31,1035,6,Hollywood,637,63,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),GOWER,"34.103, -118.3225",2019,3,31,7,July,Wednesday,10,35,False,34.103,-118.3225,White,Misdemeanor,POINT (-118.3225 34.103)
17503,191417869,2019-07-31,1335,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,00    MARKET                       ST,"33.9881, -118.473",2019,3,31,7,July,Wednesday,13,35,False,33.9881,-118.473,White,Infraction,POINT (-118.473 33.9881)
17504,191417870,2019-07-31,1330,14,Pacific,1431,35,F,W,nan,,I,41.18(A)LAM,,00    MARKET                       ST,"33.9881, -118.473",2019,3,31,7,July,Wednesday,13,30,False,33.9881,-118.473,White,Infraction,POINT (-118.473 33.9881)
17588,190813580,2019-07-31,1000,8,West LA,884,55,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,3,31,7,July,Wednesday,10,00,False,34.0397,-118.4301,Black,Misdemeanor,POINT (-118.4301 34.0397)
17675,190813581,2019-07-31,0920,8,West LA,883,31,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TENNESSEE,"34.0379, -118.4381",2019,3,31,7,July,Wednesday,09,20,False,34.0379,-118.4381,Hispanic,Misdemeanor,POINT (-118.4381 34.0379)
17705,190813578,2019-07-31,0925,8,West LA,883,22,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TENNESSEE,"34.0379, -118.4381",2019,3,31,7,July,Wednesday,09,25,False,34.0379,-118.4381,Hispanic,Misdemeanor,POINT (-118.4381 34.0379)
17721,190119957,2019-07-31,1430,1,Central,135,34,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD,"34.0496, -118.2458",2019,3,31,7,July,Wednesday,14,30,False,34.0496,-118.2458,Black,Misdemeanor,POINT (-118.2458 34.0496)
17754,190119704,2019-07-30,0950,1,Central,148,58,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,400    GLADYS                       AV,"34.0429, -118.2397",2019,3,30,7,July,Tuesday,09,50,False,34.0429,-118.2397,Black,Misdemeanor,POINT (-118.2397 34.0429)
17767,190119958,2019-07-30,1425,1,Central,135,49,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD,"34.0496, -118.2458",2019,3,30,7,July,Tuesday,14,25,False,34.0496,-118.2458,Hispanic,Misdemeanor,POINT (-118.2458 34.0496)
17795,190119702,2019-07-30,0815,1,Central,166,49,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,30,7,July,Tuesday,08,15,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
17833,190119701,2019-07-30,0840,1,Central,156,29,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,30,7,July,Tuesday,08,40,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
17836,190120025,2019-07-30,2030,1,Central,138,24,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,3RD                          ST,"34.0467, -118.2411",2019,3,30,7,July,Tuesday,20,30,False,34.0467,-118.2411,White,Misdemeanor,POINT (-118.2411 34.0467)
17897,190813573,2019-07-30,0855,8,West LA,891,33,M,W,nan,,I,41.18(D)LAM,,CENTINELA,"34.0278, -118.4527",2019,3,30,7,July,Tuesday,08,55,False,34.0278,-118.4527,White,Infraction,POINT (-118.4527 34.0278)
17933,190119703,2019-07-30,0800,1,Central,156,45,F,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0428, -118.2461",2019,3,30,7,July,Tuesday,08,00,False,34.0428,-118.2461,Black,Misdemeanor,POINT (-118.2461 34.0428)
18001,190813575,2019-07-30,0900,8,West LA,891,43,F,H,nan,,I,41.18DLAMC,,PICO,"34.0281, -118.453",2019,3,30,7,July,Tuesday,09,00,False,34.0281,-118.453,Hispanic,Infraction,POINT (-118.453 34.0281)
18017,190813574,2019-07-30,0900,8,West LA,891,50,M,H,nan,,I,41.18DLAMC,,PICO,"34.0281, -118.453",2019,3,30,7,July,Tuesday,09,00,False,34.0281,-118.453,Hispanic,Infraction,POINT (-118.453 34.0281)
18082,190119698,2019-07-29,1149,1,Central,176,42,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,"34.0419, -118.2485",2019,3,29,7,July,Monday,11,49,False,34.0419,-118.2485,White,Misdemeanor,POINT (-118.2485 34.0419)
18098,190120021,2019-07-29,2000,1,Central,138,58,M,W,nan,,M,41.18(D)LAM,,4TH                          ST,"34.0468, -118.2415",2019,3,29,7,July,Monday,20,00,False,34.0468,-118.2415,White,Misdemeanor,POINT (-118.2415 34.0468)
18211,190119623,2019-07-29,1545,1,Central,156,43,M,B,nan,,I,41318ALAMC,,6TH                          ST,"34.0428, -118.2461",2019,3,29,7,July,Monday,15,45,False,34.0428,-118.2461,Black,Infraction,POINT (-118.2461 34.0428)
18231,190119624,2019-07-29,1548,1,Central,176,35,M,W,nan,,I,41.18ALAMC,,7TH                          ST,"34.0424, -118.2493",2019,3,29,7,July,Monday,15,48,False,34.0424,-118.2493,White,Infraction,POINT (-118.2493 34.0424)
18411,190119627,2019-07-28,1710,1,Central,164,51,M,B,nan,,I,41.18DLAMC,,5TH                          ST,"34.0446, -118.2507",2019,3,28,7,July,Sunday,17,10,False,34.0446,-118.2507,Black,Infraction,POINT (-118.2507 34.0446)
18500,190119630,2019-07-28,1635,1,Central,164,41,M,O,nan,,I,41.18DLAMC,,6TH                          ST,"34.0446, -118.249",2019,3,28,7,July,Sunday,16,35,False,34.0446,-118.249,Other,Infraction,POINT (-118.249 34.0446)
18511,192113446,2019-07-28,0742,21,Topanga,2187,23,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,3,28,7,July,Sunday,07,42,False,34.1685,-118.6038,White,Misdemeanor,POINT (-118.6038 34.1685)
18720,192113407,2019-07-27,1122,21,Topanga,2187,28,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,3,27,7,July,Saturday,11,22,False,34.1685,-118.6038,White,Misdemeanor,POINT (-118.6038 34.1685)
18751,192113406,2019-07-27,1117,21,Topanga,2187,23,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,3,27,7,July,Saturday,11,17,False,34.1685,-118.6038,White,Misdemeanor,POINT (-118.6038 34.1685)
19340,191417344,2019-07-25,0900,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,MARKET                       ST,"33.9885, -118.4724",2019,3,25,7,July,Thursday,09,00,False,33.9885,-118.4724,White,Infraction,POINT (-118.4724 33.9885)
19351,191417345,2019-07-25,0945,14,Pacific,1413,25,M,H,nan,,I,41.18(A)LAM,,3RD                          AV,"33.9955, -118.4745",2019,3,25,7,July,Thursday,09,45,False,33.9955,-118.4745,Hispanic,Infraction,POINT (-118.4745 33.9955)
19400,190813305,2019-07-25,0925,8,West LA,897,33,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,3,25,7,July,Thursday,09,25,False,34.0295,-118.3967,White,Misdemeanor,POINT (-118.3967 34.0295)
19424,190813306,2019-07-25,0910,8,West LA,897,42,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,3,25,7,July,Thursday,09,10,False,34.0295,-118.3967,White,Misdemeanor,POINT (-118.3967 34.0295)
19437,190813307,2019-07-25,0920,8,West LA,897,46,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,3,25,7,July,Thursday,09,20,False,34.0295,-118.3967,White,Misdemeanor,POINT (-118.3967 34.0295)
19448,191417346,2019-07-25,0945,14,Pacific,1413,39,F,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.9955, -118.4745",2019,3,25,7,July,Thursday,09,45,False,33.9955,-118.4745,White,Infraction,POINT (-118.4745 33.9955)
19503,190813299,2019-07-24,1050,8,West LA,893,63,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,3,24,7,July,Wednesday,10,50,False,34.0344,-118.4336,White,Misdemeanor,POINT (-118.4336 34.0344)
19537,190119639,2019-07-24,1505,1,Central,147,31,F,B,nan,,I,41.18DLAMC,,WALL,"34.0455, -118.2452",2019,3,24,7,July,Wednesday,15,05,False,34.0455,-118.2452,Black,Infraction,POINT (-118.2452 34.0455)
19720,190119640,2019-07-24,1500,1,Central,138,25,M,B,nan,,I,41.18DLAMC,,4TH                          ST,"34.0458, -118.243",2019,3,24,7,July,Wednesday,15,00,False,34.0458,-118.243,Black,Infraction,POINT (-118.243 34.0458)
19778,190813300,2019-07-24,1100,8,West LA,883,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.04, -118.4393",2019,3,24,7,July,Wednesday,11,00,False,34.04,-118.4393,Hispanic,Misdemeanor,POINT (-118.4393 34.04)
19857,192113248,2019-07-23,1034,21,Topanga,2187,80,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),21900    VENTURA                      BL,"34.1685, -118.6038",2019,3,23,7,July,Tuesday,10,34,False,34.1685,-118.6038,White,Misdemeanor,POINT (-118.6038 34.1685)
19861,190119131,2019-07-23,1500,1,Central,156,64,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0437, -118.2455",2019,3,23,7,July,Tuesday,15,00,False,34.0437,-118.2455,Black,Misdemeanor,POINT (-118.2455 34.0437)
19894,190813308,2019-07-23,0935,8,West LA,897,32,F,H,nan,,I,41.18DLAMC,,BAGLEY,"34.0295, -118.3967",2019,3,23,7,July,Tuesday,09,35,False,34.0295,-118.3967,Hispanic,Infraction,POINT (-118.3967 34.0295)
19943,190119129,2019-07-23,2030,1,Central,139,38,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,4TH,"34.0434, -118.2349",2019,3,23,7,July,Tuesday,20,30,False,34.0434,-118.2349,White,Misdemeanor,POINT (-118.2349 34.0434)
20000,190616228,2019-07-23,1130,6,Hollywood,666,37,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,LEXINGTON                    BL,"34.0926, -118.3266",2019,3,23,7,July,Tuesday,11,30,False,34.0926,-118.3266,Black,Misdemeanor,POINT (-118.3266 34.0926)
20023,190119130,2019-07-23,1418,1,Central,156,58,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,5TH,"34.0437, -118.2455",2019,3,23,7,July,Tuesday,14,18,False,34.0437,-118.2455,Hispanic,Misdemeanor,POINT (-118.2455 34.0437)
20047,190119133,2019-07-23,1500,1,Central,156,34,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,6TH,"34.0437, -118.2455",2019,3,23,7,July,Tuesday,15,00,False,34.0437,-118.2455,Hispanic,Misdemeanor,POINT (-118.2455 34.0437)
20074,191416662,2019-07-23,0344,14,Pacific,1413,60,M,B,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9956, -118.4722",2019,3,23,7,July,Tuesday,03,44,True,33.9956,-118.4722,Black,Infraction,POINT (-118.4722 33.9956)
20079,191416652,2019-07-23,0335,14,Pacific,1413,35,M,B,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9956, -118.4722",2019,3,23,7,July,Tuesday,03,35,True,33.9956,-118.4722,Black,Infraction,POINT (-118.4722 33.9956)
20207,190119128,2019-07-22,2005,1,Central,159,38,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,"34.0347, -118.2345",2019,3,22,7,July,Monday,20,05,False,34.0347,-118.2345,Black,Misdemeanor,POINT (-118.2345 34.0347)
20642,190813303,2019-07-20,0940,8,West LA,853,62,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0445, -118.4491",2019,3,20,7,July,Saturday,09,40,False,34.0445,-118.4491,White,Misdemeanor,POINT (-118.4491 34.0445)
